  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      465        1.061        5.168            0      416.911       69.087      118.560
      466        0.992        5.254            0      420.068      101.380      109.477
      467        1.033        5.157            0      415.889       61.071      122.807
      468        1.230        5.363            0      423.817       68.102      118.131
      469        1.034        5.244            0      417.804       64.828      122.285
      470        1.084        5.340            0      420.544       64.535      118.540
      471        1.254        5.226            0      418.041       49.437      109.983
      472        1.229        5.291            0      418.076       61.184      119.569
      473        1.182        5.152            0      417.850       70.118      115.535
      474        1.084        5.171            0      416.267       64.811      107.526
      475        1.229        5.292            0      418.956       66.096      110.553
      476        1.160        5.174            0      419.992       95.123      104.228
      477        1.042        5.274            0      421.243      102.745      106.014
      478        1.097        5.295            0      420.770       94.734      111.903
      479        1.169        5.315            0      417.310      106.958      119.507
      480        1.251        5.264            0      419.104      138.376      124.056
      481        1.394        5.301            0      421.008      142.682      111.548
      482        1.318        5.385            0      422.200      138.417      115.594
      483        1.334        5.349            0      422.265      128.207      109.923
      484        1.385        5.263            0      415.621      126.949      114.355
      485        1.545        5.178            0      422.857      135.559      111.489
      486        1.365        5.368            0      418.162       95.326      117.253
      487        1.500        5.236            0      420.962      106.828      112.820
      488        1.425        5.190            0      416.902      114.926      109.440
      489        1.343        5.298            0      420.414      136.867      123.211
      490        1.608        5.200            0      421.033      128.736      120.027
      491        1.027        5.284            0      418.204       97.360      122.726
      492        1.468        5.160            0      417.766       95.258      109.896
      493        1.175        5.214            0      419.477       81.623      122.677
      494        1.155        5.354            0      423.370       64.672      113.167
      495        1.212        5.235            0      419.787       69.597      118.292
      496        1.028        5.140            0      419.781       63.391      115.986
      497        1.302        5.242            0      415.257       71.169      111.204
      498        1.311        5.316            0      421.303       57.899      113.794
      499        1.381        5.207            0      417.566       60.271      118.009
      500        1.074        5.231            0      422.453       65.256      114.765
      501        1.248        5.174            0      418.266       56.016      112.775
      502        1.183        5.182            0      417.878       85.204      112.793
      503        1.131        5.220            0      418.731       76.244      118.850
      504        1.051        5.168            0      417.448       63.254      113.019
      505        1.381        5.319            0      424.746       52.949      115.559
      506        1.119        5.306            0      420.436       66.888      112.426
      507        1.099        5.242            0      424.622       59.633      112.262
      508        1.091        5.247            0      417.795       51.625      117.429
      509        1.070        5.187            0      421.462       37.676      116.368
      510        0.943        5.227            0      421.131       46.530      116.598
      511        1.148        5.091            0      415.003       42.656      112.397
      512        1.272        5.251            0      422.785       57.347      123.540
      513        1.255        5.250            0      419.426       85.848      109.451
      514        1.122        5.213            0      416.946      101.222      108.304
      515        1.050        5.184            0      415.120       71.326      119.377
      516        1.122        5.174            0      417.522       60.812      111.902
      517        1.165        5.330            0      421.479       97.205      113.245
      518        1.006        5.343            0      426.302       76.679      114.300
      519        1.227        5.253            0      421.056       62.707      113.090
      520        1.154        5.216            0      418.953       49.941      111.223
      521        1.089        5.297            0      416.066       74.271      118.245
      522        1.219        5.233            0      418.729       84.366      109.821
      523        1.235        5.317            0      422.475       78.148      121.599
      524        1.313        5.237            0      418.989       72.245      110.458
      525        1.140        5.215            0      418.236       70.100      110.713
      526        1.396        5.153            0      418.183       61.150      120.392
      527        1.218        5.201            0      417.018       33.541      108.090
      528        1.486        5.262            0      417.053       89.144      113.201
      529        1.185        5.221            0      416.958       87.398      121.000
      530        1.296        5.239            0      420.070       66.638      107.035
      531        1.225        5.277            0      422.460       63.379      114.070
      532        1.210        5.235            0      420.051       55.541      117.439
      533        1.173        5.153            0      419.742       51.898      109.374
      534        1.106        5.274            0      419.653       44.889      117.515
      535        1.310        5.244            0      417.713       50.294      120.361
      536        1.095        5.242            0      418.069       61.916      115.402
      537        0.946        5.315            0      418.100       45.506      123.806
      538        1.284        5.276            0      417.985       67.797      112.839
      539        1.366        5.255            0      418.663       55.014      115.671
      540        1.258        5.241            0      418.328       68.859      109.534
      541        1.270        5.281            0      421.271       62.783      107.422
      542        1.210        5.216            0      418.944       86.093      120.660
      543        1.527        5.354            0      419.936       72.372      118.396
      544        1.371        5.310            0      421.605       78.874      121.769
      545        1.212        5.230            0      420.435       65.164      109.207
      546        1.156        5.226            0      420.533       74.229      113.018
      547        1.213        5.338            0      415.837       53.129      120.278
      548        1.298        5.290            0      423.036       75.671      118.765
      549        1.114        5.218            0      418.002       62.642      116.819
